date,station_number,mean_temp,mean_dew_point,mean_sealevel_pressure,mean_visibility,mean_wind_speed,max_temperature,total_precipitation,snow_depth,fog,snow,hail,thunder
2006-03-15,725300,33.700000762939453,18.0,1022.5999755859375,10.0,9.1999998092651367,24.799999237060547,0.0,2.1000000370873346,false,false,false,false
2006-03-16,725300,35.400001525878906,24.399999618530273,1020.0999755859375,8.5,10.100000381469727,25.200000762939453,0.0,2.1000000370873346,true,true,true,true
2006-03-17,725300,34.400001525878906,26.200000762939453,1026.5,9.8000001907348633,10.899999618530273,32.0,0.059999998658895493,2.0,false,false,false,false
2006-03-18,725300,31.5,16.700000762939453,1030.300048828125,10.0,6.6999998092651367,24.799999237060547,0.0,2.0,false,false,false,false
2006-03-19,725300,34.700000762939453,14.399999618530273,1027.5,10.0,6.0999999046325684,26.600000381469727,0.0,2.0,false,false,false,false
2006-03-20,725300,33.799999237060547,19.600000381469727,1025.0,10.0,10.5,25.0,0.0,2.0,false,false,false,false
2006-03-21,725300,30.799999237060547,19.299999237060547,1019.7999877929688,10.0,17.5,25.200000762939453,0.0,2.0,false,false,false,false
2006-03-22,725300,33.299999237060547,19.700000762939453,1023.5999755859375,10.0,8.6999998092651367,24.799999237060547,0.0,2.0,false,false,false,false
2006-03-23,725300,39.099998474121094,25.899999618530273,1023.5999755859375,10.0,5.8000001907348633,25.200000762939453,0.008571428379842214,2.0,false,false,false,false
2006-03-24,725300,34.599998474121094,29.5,1021.9000244140625,6.6999998092651367,5.5999999046325684,31.100000381469727,0.079999998211860657,1.2000000476837158,false,false,false,false
2006-03-25,725300,36.099998474121094,28.399999618530273,1022.5999755859375,9.8999996185302734,7.5,30.200000762939453,0.070000000298023224,1.2000000476837158,false,false,false,false
2006-03-26,725300,37.799999237060547,24.5,1025.199951171875,10.0,4.3000001907348633,28.0,0.0,1.2000000476837158,false,false,false,false
2006-03-27,725300,37.200000762939453,24.0,1024.199951171875,10.0,6.3000001907348633,24.799999237060547,0.019999999552965164,1.2000000476837158,false,false,false,false
2006-03-28,725300,40.599998474121094,37.200000762939453,1019.2000122070312,4.0999999046325684,10.100000381469727,25.200000762939453,0.18999999761581421,1.2000000476837158,false,false,false,false
2006-03-29,725300,43.299999237060547,36.099998474121094,1024.699951171875,5.8000001907348633,4.0,33.799999237060547,0.0,1.2000000476837158,false,false,false,false
2006-03-30,725300,51.099998474121094,38.799999237060547,1019.0999755859375,7.6999998092651367,9.1000003814697266,35.599998474121094,0.0,1.2000000476837158,false,false,false,false
2006-03-31,725300,62.0,47.599998474121094,1005.2999877929688,9.8000001907348633,16.600000381469727,53.599998474121094,0.039999999105930328,1.2000000476837158,false,false,false,false
2006-04-01,725300,45.5,37.900001525878906,1014.0999755859375,10.0,12.100000381469727,42.799999237060547,0.05000000074505806,1.4666666984558105,false,false,false,false
2006-04-02,725300,44.599998474121094,38.599998474121094,1014.9000244140625,9.1000003814697266,9.6000003814697266,39.200000762939453,0.0,1.4666666984558105,false,false,false,false
2006-04-03,725300,50.0,42.599998474121094,1005.7999877929688,8.1000003814697266,12.899999618530273,39.0,0.949999988079071,1.4666666984558105,false,false,false,false
2006-04-04,725300,44.700000762939453,24.399999618530273,1017.4000244140625,10.0,11.399999618530273,35.599998474121094,0.18000000715255737,1.4666666984558105,false,false,false,false
2006-04-05,725300,46.700000762939453,20.899999618530273,1016.5,10.0,6.3000001907348633,33.799999237060547,0.0,1.4666666984558105,false,false,false,false
2006-04-06,725300,49.099998474121094,28.100000381469727,1010.2999877929688,10.0,8.8999996185302734,33.099998474121094,0.0,1.4666666984558105,false,false,false,false
2006-04-07,725300,48.700000762939453,44.400001525878906,1002.5999755859375,5.5999999046325684,11.899999618530273,37.0,0.0099999997764825821,1.5200000286102295,false,false,false,false
2006-04-08,725300,36.599998474121094,25.5,1019.2999877929688,10.0,14.5,32.0,0.0,1.5200000286102295,false,false,false,false
2006-04-09,725300,39.599998474121094,26.200000762939453,1024.5999755859375,9.8999996185302734,2.9000000953674316,28.399999618530273,0.0,1.5200000286102295,false,false,false,false
2006-04-10,725300,49.900001525878906,30.799999237060547,1020.5999755859375,10.0,7.6999998092651367,35.099998474121094,0.0,1.5200000286102295,false,false,false,false
2006-04-11,725300,61.400001525878906,36.5,1016.0,10.0,11.399999618530273,50.0,0.0,1.5200000286102295,false,false,false,false
2006-04-12,725300,67.4000015258789,50.900001525878906,1011.2000122070312,10.0,15.399999618530273,60.799999237060547,0.029999999329447746,1.5200000286102295,false,false,false,false
2006-04-13,725300,65.5999984741211,43.200000762939453,1017.4000244140625,10.0,6.5,55.400001525878906,0.0,1.5200000286102295,false,false,false,false
2006-04-14,725300,70.0,55.400001525878906,1004.7000122070312,9.8999996185302734,8.8999996185302734,52.0,0.05000000074505806,1.6000000238418579,false,false,false,false
2006-04-15,725300,63.200000762939453,40.799999237060547,1005.7999877929688,10.0,7.4000000953674316,51.099998474121094,0.0099999997764825821,1.6000000238418579,false,false,false,false
2006-04-16,725300,55.0,43.5,1004.7000122070312,9.3000001907348633,10.5,48.0,0.12999999523162842,1.6000000238418579,false,false,false,false
2006-04-17,725300,49.400001525878906,38.5,1010.2999877929688,9.1999998092651367,14.199999809265137,43.0,0.76999998092651367,1.6000000238418579,false,false,false,false
2006-04-18,725300,51.5,37.0,1015.4000244140625,10.0,8.8999996185302734,42.799999237060547,0.0,1.6000000238418579,false,false,false,false
2006-04-19,725300,60.700000762939453,40.799999237060547,1012.2000122070312,10.0,9.6999998092651367,51.799999237060547,0.0,1.6000000238418579,false,false,false,false
2006-04-20,725300,65.699996948242188,43.299999237060547,1012.2000122070312,9.1999998092651367,2.2000000476837158,55.400001525878906,0.090000003576278687,1.6000000238418579,false,false,false,false
2006-04-21,725300,61.400001525878906,36.400001525878906,1012.7000122070312,10.0,6.0,44.099998474121094,0.0,1.6000000238418579,false,false,false,false
2006-04-22,725300,59.0,40.599998474121094,1011.0999755859375,10.0,6.5999999046325684,44.099998474121094,0.039999999105930328,1.6000000238418579,false,false,false,false
2006-04-23,725300,57.0,40.0,1011.7999877929688,10.0,10.5,46.400001525878906,0.0,1.6000000238418579,false,false,false,false
2006-04-24,725300,53.900001525878906,41.400001525878906,1014.2000122070312,9.1000003814697266,5.3000001907348633,39.200000762939453,0.0,1.6000000238418579,false,false,false,false
2006-04-25,725300,46.200000762939453,33.0,1016.5999755859375,9.8999996185302734,14.0,37.0,0.039999999105930328,1.6000000238418579,false,false,false,false
2006-04-26,725300,45.900001525878906,24.200000762939453,1018.0999755859375,10.0,4.5999999046325684,30.200000762939453,0.039999999105930328,1.6000000238418579,false,false,false,false
2006-04-27,725300,55.599998474121094,30.899999618530273,1014.9000244140625,10.0,7.5999999046325684,46.400001525878906,0.0,1.6000000238418579,false,false,false,false
2006-04-28,725300,51.5,30.700000762939453,1021.7000122070312,10.0,6.5999999046325684,37.0,0.0,1.6000000238418579,false,false,false,false
2006-04-29,725300,56.200000762939453,34.799999237060547,1021.2999877929688,9.6999998092651367,11.5,37.0,0.15000000596046448,1.6000000238418579,false,false,false,false
2006-04-30,725300,55.200000762939453,51.799999237060547,1015.2999877929688,6.0,17.200000762939453,51.099998474121094,0.62999999523162842,1.6000000238418579,false,false,false,false
2006-05-01,725300,56.299999237060547,51.299999237060547,1016.0999755859375,8.1999998092651367,12.0,54.0,0.62000000476837158,1.6000000238418579,false,false,false,false
2006-05-02,725300,61.0,52.5,1014.0,6.0,7.9000000953674316,54.0,0.37000000476837158,1.6000000238418579,false,false,false,false
2006-05-03,725300,62.299999237060547,51.0,1014.7000122070312,8.8999996185302734,6.5999999046325684,51.799999237060547,0.0,1.6000000238418579,false,false,false,false
2006-05-04,725300,61.700000762939453,46.200000762939453,1014.2000122070312,10.0,7.9000000953674316,50.0,0.0,1.6000000238418579,false,false,false,false
2006-05-05,725300,55.200000762939453,41.299999237060547,1014.5999755859375,10.0,8.6999998092651367,46.900001525878906,0.0,1.6000000238418579,false,false,false,false
2006-05-06,725300,50.599998474121094,35.400001525878906,1017.5999755859375,10.0,6.8000001907348633,39.900001525878906,0.0,1.4666666984558105,false,false,false,false
2006-05-07,725300,53.599998474121094,33.099998474121094,1016.5999755859375,10.0,4.0999999046325684,37.400001525878906,0.0,1.6000000238418579,false,false,false,false
2006-05-08,725300,60.799999237060547,39.799999237060547,1013.7999877929688,10.0,7.6999998092651367,48.200000762939453,0.0,1.6000000238418579,false,false,false,false
2006-05-09,725300,64.5999984741211,49.400001525878906,1009.2000122070312,9.6000003814697266,8.6999998092651367,46.900001525878906,0.0,1.6000000238418579,false,false,false,false
2006-05-10,725300,63.200000762939453,55.700000762939453,1005.7999877929688,7.4000000953674316,3.5,54.0,0.0,1.6000000238418579,false,false,false,false
2006-05-11,725300,54.299999237060547,48.5,998.20001220703125,8.0,13.399999618530273,42.099998474121094,0.2199999988079071,1.6000000238418579,false,false,false,false
2006-05-12,725300,40.5,36.700000762939453,996.70001220703125,9.0,12.699999809265137,35.599998474121094,0.62000000476837158,1.6000000238418579,false,false,false,false
2006-05-13,725300,45.799999237060547,41.099998474121094,1003.2000122070312,9.8999996185302734,4.0,36.0,0.14000000059604645,1.6000000238418579,false,false,false,false
2006-05-14,725300,47.700000762939453,43.0,1010.0,7.5999999046325684,3.5,42.099998474121094,0.029999999329447746,1.6000000238418579,false,false,false,false
2006-05-15,725300,53.700000762939453,47.299999237060547,1013.0999755859375,8.5,10.5,42.099998474121094,0.27000001072883606,1.6000000238418579,false,false,false,false
2006-05-16,725300,55.0,48.200000762939453,1010.5,9.6999998092651367,7.3000001907348633,48.0,0.0,1.6000000238418579,false,false,false,false
2006-05-17,725300,59.099998474121094,50.099998474121094,1005.2999877929688,9.8000001907348633,5.8000001907348633,48.0,0.0099999997764825821,1.2000000476837158,false,false,false,false
2006-05-18,725300,53.799999237060547,42.099998474121094,1003.2000122070312,9.6999998092651367,8.6000003814697266,45.0,0.15999999642372131,1.2000000476837158,false,false,false,false
2006-05-19,725300,54.099998474121094,37.299999237060547,1007.2000122070312,10.0,6.3000001907348633,45.0,0.029999999329447746,1.2000000476837158,false,false,false,false
2006-05-20,725300,55.299999237060547,38.5,1011.4000244140625,10.0,5.4000000953674316,37.400001525878906,0.0,1.2000000476837158,false,false,false,false
2006-05-21,725300,57.599998474121094,36.599998474121094,1013.7000122070312,10.0,9.1999998092651367,37.900001525878906,0.0,1.2000000476837158,false,false,false,false
2006-05-22,725300,49.900001525878906,35.5,1021.5999755859375,10.0,4.5999999046325684,36.0,0.0,1.2000000476837158,false,false,false,false
2006-05-23,725300,56.400001525878906,32.099998474121094,1022.0,10.0,4.5999999046325684,39.200000762939453,0.0,1.2000000476837158,false,false,false,false
2006-05-24,725300,63.299999237060547,44.700000762939453,1014.2999877929688,9.8999996185302734,8.0,37.900001525878906,0.059999998658895493,0.0,false,false,false,false
2006-05-25,725300,69.199996948242188,62.200000762939453,1002.0,8.6000003814697266,10.0,64.0,0.37999999523162842,0.0,false,false,false,false
2006-05-26,725300,70.5999984741211,62.099998474121094,1002.0999755859375,9.0,7.4000000953674316,64.0,0.029999999329447746,0.0,false,false,false,false
2006-05-27,725300,71.9000015258789,60.599998474121094,1010.4000244140625,6.9000000953674316,5.5,59.0,0.0,0.0,false,false,false,false
2006-05-28,725300,82.699996948242188,65.5999984741211,1012.7999877929688,9.6999998092651367,9.1999998092651367,59.0,0.0,0.0,false,false,false,false
2006-05-29,725300,82.0,64.4000015258789,1016.0,9.8999996185302734,7.0999999046325684,68.0,0.14000000059604645,0.0,false,false,false,false
2006-05-30,725300,76.9000015258789,66.699996948242188,1016.0999755859375,10.0,5.4000000953674316,68.0,0.28999999165534973,0.0,false,false,false,false
2006-05-31,725300,70.800003051757812,64.300003051757812,1017.7000122070312,6.3000001907348633,6.9000000953674316,66.199996948242188,1.2400000095367432,0.0,false,false,false,false
2006-06-01,725300,68.4000015258789,49.700000762939453,1019.2999877929688,10.0,6.5,60.099998474121094,0.0,0.0,false,false,false,false
2006-06-02,725300,69.0,45.900001525878906,1016.2999877929688,10.0,4.8000001907348633,55.400001525878906,0.0,0.0,false,false,false,false
2006-06-03,725300,66.4000015258789,50.200000762939453,1015.7999877929688,10.0,6.5999999046325684,54.0,0.0,0.0,false,false,false,false
2006-06-04,725300,65.4000015258789,45.400001525878906,1016.2999877929688,10.0,6.4000000953674316,51.799999237060547,0.0,0.0,false,false,false,false
2006-06-05,725300,66.9000015258789,44.5,1016.7000122070312,10.0,3.9000000953674316,48.0,0.0,0.0,false,false,false,false
2006-06-06,725300,69.800003051757812,49.299999237060547,1013.2000122070312,10.0,7.0999999046325684,55.400001525878906,0.0,0.0,false,false,false,false
2006-06-07,725300,73.0999984741211,59.299999237060547,1010.2999877929688,10.0,7.5,53.099998474121094,0.0,0.0,false,false,false,false
2006-06-08,725300,71.800003051757812,56.299999237060547,1014.5999755859375,9.3999996185302734,6.5999999046325684,60.099998474121094,0.0,0.0,false,false,false,false
2006-06-09,725300,65.0,50.0,1016.5999755859375,10.0,10.899999618530273,57.0,0.0,0.0,false,false,false,false
2006-06-10,725300,55.799999237060547,46.5,1016.0999755859375,8.6999998092651367,9.3000001907348633,50.0,1.4299999475479126,0.0,false,false,false,false
2006-06-11,725300,57.299999237060547,42.400001525878906,1014.9000244140625,10.0,9.6000003814697266,51.799999237060547,0.23000000417232513,0.0,false,false,false,false
2006-06-12,725300,60.099998474121094,43.200000762939453,1019.2000122070312,10.0,7.5999999046325684,51.799999237060547,0.0,0.0,false,false,false,false
2006-06-13,725300,62.299999237060547,47.599998474121094,1020.7999877929688,10.0,6.0,48.200000762939453,0.0,0.0,false,false,false,false
2006-06-14,725300,66.9000015258789,49.799999237060547,1018.7000122070312,10.0,3.5,48.900001525878906,0.039999999105930328,0.0,false,false,false,false
2006-06-15,725300,71.4000015258789,56.0,1018.4000244140625,10.0,4.8000001907348633,52.0,0.0,0.0,false,false,false,false
2006-06-16,725300,80.300003051757812,61.5,1016.7000122070312,10.0,8.6000003814697266,62.099998474121094,0.0,0.0,false,false,false,false
2006-06-17,725300,82.300003051757812,61.200000762939453,1013.5999755859375,10.0,10.5,72.0,0.0,0.0,false,false,false,false
2006-06-18,725300,75.4000015258789,65.5,1010.2000122070312,9.8999996185302734,9.6000003814697266,71.5999984741211,0.029999999329447746,0.0,false,false,false,false
2006-06-19,725300,76.0,60.700000762939453,1011.5999755859375,10.0,10.100000381469727,66.9000015258789,0.0,0.0,false,false,false,false
2006-06-20,725300,71.4000015258789,56.099998474121094,1015.5,10.0,6.6999998092651367,63.0,0.0,0.0,false,false,false,false
2006-06-21,725300,75.800003051757812,65.0,1011.9000244140625,10.0,8.3999996185302734,69.800003051757812,0.0099999997764825821,0.0,false,false,false,false
2006-06-22,725300,75.800003051757812,64.300003051757812,1015.0999755859375,9.8000001907348633,6.5,66.199996948242188,0.070000000298023224,0.0,false,false,false,false
2006-06-23,725300,68.0,52.0,1020.0999755859375,10.0,8.8000001907348633,60.099998474121094,0.12999999523162842,0.0,false,false,false,false
2006-06-24,725300,66.800003051757812,44.5,1020.7000122070312,10.0,4.1999998092651367,51.099998474121094,0.0,0.0,false,false,false,false
2006-06-25,725300,68.699996948242188,53.5,1017.7999877929688,9.6999998092651367,5.1999998092651367,51.099998474121094,0.079999998211860657,0.0,false,false,false,false
2006-06-26,725300,64.800003051757812,58.299999237060547,1016.0,8.8000001907348633,9.0,60.799999237060547,1.5,0.0,false,false,false,false
2006-06-27,725300,68.699996948242188,55.400001525878906,1014.4000244140625,10.0,7.0,60.099998474121094,0.15999999642372131,0.0,false,false,false,false
2006-06-28,725300,68.0999984741211,55.900001525878906,1016.0999755859375,9.8999996185302734,6.3000001907348633,57.200000762939453,0.039999999105930328,0.0,false,false,false,false
2006-06-29,725300,67.4000015258789,54.099998474121094,1019.9000244140625,9.8999996185302734,4.4000000953674316,55.400001525878906,0.40999999642372131,0.0,false,false,false,false
2006-06-30,725300,70.5,53.799999237060547,1018.2000122070312,10.0,3.5,53.099998474121094,0.0,0.0,false,false,false,false
2006-07-01,725300,77.199996948242188,61.0,1014.7000122070312,9.3999996185302734,8.3999996185302734,62.099998474121094,0.0,0.0,false,false,false,false
2006-07-02,725300,80.0999984741211,65.300003051757812,1014.5,10.0,8.6000003814697266,64.9000015258789,0.0099999997764825821,0.0,false,false,false,false
2006-07-03,725300,74.9000015258789,67.9000015258789,1015.9000244140625,7.5999999046325684,4.9000000953674316,66.199996948242188,0.27000001072883606,0.0,false,false,false,false
2006-07-04,725300,76.300003051757812,64.9000015258789,1014.5,9.3999996185302734,8.3000001907348633,66.9000015258789,0.28999999165534973,0.0,false,false,false,false
2006-07-05,725300,68.9000015258789,52.5,1019.7000122070312,10.0,5.0,60.099998474121094,0.0,0.0,false,false,false,false
2006-07-06,725300,69.4000015258789,48.799999237060547,1023.2999877929688,10.0,6.9000000953674316,60.799999237060547,0.0,0.0,false,false,false,false
2006-07-07,725300,69.300003051757812,51.400001525878906,1026.0,10.0,2.5,55.400001525878906,0.0,0.0,false,false,false,false
2006-07-08,725300,73.4000015258789,56.200000762939453,1021.9000244140625,10.0,5.8000001907348633,54.0,0.0,0.0,false,false,false,false
2006-07-09,725300,78.300003051757812,61.200000762939453,1014.0,10.0,8.0,62.099998474121094,0.0099999997764825821,0.0,false,false,false,false
2006-07-10,725300,71.699996948242188,60.700000762939453,1013.4000244140625,10.0,7.8000001907348633,64.4000015258789,0.0,0.0,false,false,false,false
2006-07-11,725300,70.199996948242188,64.9000015258789,1013.5,8.3000001907348633,5.0,64.9000015258789,0.059999998658895493,0.0,false,false,false,false
2006-07-12,725300,73.4000015258789,67.0,1013.9000244140625,6.0999999046325684,6.5,66.9000015258789,0.2199999988079071,0.0,false,false,false,false
2006-07-13,725300,75.199996948242188,66.4000015258789,1014.9000244140625,8.6000003814697266,4.8000001907348633,66.0,0.0,0.0,false,false,false,false
2006-07-14,725300,78.699996948242188,69.800003051757812,1012.0,8.1999998092651367,6.3000001907348633,66.0,0.10000000149011612,0.0,false,false,false,false
2006-07-15,725300,84.4000015258789,65.5,1016.0,10.0,6.5,72.0,0.0099999997764825821,0.0,false,false,false,false
2006-07-16,725300,84.0999984741211,69.0999984741211,1017.5,10.0,6.4000000953674316,73.9000015258789,0.0,0.0,false,false,false,false
2006-07-17,725300,85.5999984741211,70.300003051757812,1014.2000122070312,10.0,8.6999998092651367,73.9000015258789,0.0,0.0,false,false,false,false
2006-07-18,725300,79.9000015258789,64.699996948242188,1015.9000244140625,9.6999998092651367,10.199999809265137,71.5999984741211,0.44999998807907104,0.0,false,false,false,false
2006-07-19,725300,77.0,66.0999984741211,1018.2000122070312,9.0,5.9000000953674316,64.4000015258789,0.0,0.0,false,false,false,false
2006-07-20,725300,76.5,69.9000015258789,1014.9000244140625,5.9000000953674316,7.1999998092651367,64.9000015258789,0.40000000596046448,0.0,false,false,false,false
2006-07-21,725300,72.699996948242188,65.800003051757812,1016.2999877929688,8.1999998092651367,6.0999999046325684,66.9000015258789,1.6599999666213989,0.0,false,false,false,false
2006-07-22,725300,70.300003051757812,56.599998474121094,1015.0999755859375,10.0,6.5,62.099998474121094,0.039999999105930328,0.0,false,false,false,false
2006-07-23,725300,70.699996948242188,60.5,1014.9000244140625,10.0,3.4000000953674316,60.099998474121094,0.019999999552965164,0.0,false,false,false,false
2006-07-24,725300,75.800003051757812,61.900001525878906,1012.5,10.0,8.5,60.099998474121094,0.0,0.0,false,false,false,false
2006-07-25,725300,81.199996948242188,65.4000015258789,1011.7999877929688,10.0,7.3000001907348633,66.0,0.0099999997764825821,0.0,false,false,false,false
2006-07-26,725300,79.699996948242188,68.4000015258789,1009.0,9.1000003814697266,7.3000001907348633,73.0,0.0,0.0,false,false,false,false
2006-07-27,725300,79.0999984741211,70.9000015258789,1008.5,7.5999999046325684,4.0,69.0999984741211,0.059999998658895493,0.0,false,false,false,false
2006-07-28,725300,79.5999984741211,67.9000015258789,1012.4000244140625,9.1999998092651367,3.7999999523162842,68.0,0.0,0.0,false,false,false,false
